Airline,Origin,Destination,Day,Month,Year,Weekday,Departure_Hour,Arrival_Hour,Duration_Minutes,Stops,Class,WiFi,Meals,Baggage_kg,Price_VND
Vietnam Airlines,HÀ NỘI,ĐÀ NẴNG,19.0,4.0,2021.0,0.0,18.0,19.0,85.0,0,ECONOMY (EL)-A,No,No,7,759000.0
Vietjet,HAN,CXR,1.0,4.0,2021.0,3.0,5.0,7.0,110.0,0,ECONOMY,No,Snack,20,1390900.0
Vietnam Airlines,SGN,THD,7.0,4.0,2021.0,2.0,11.0,13.0,120.0,0,ECONOMY,No,No,7,970000.0
Vietnam Airlines,HUẾ,TP HCM,16.0,4.0,2021.0,4.0,13.0,15.0,115.0,0,ECONOMY (EL)-A,No,No,7,723383.0
Vietnam Airlines,HÀ NỘI,CẦN THƠ,19.0,4.0,2021.0,0.0,10.0,13.0,128.0,0,ECONOMY (EL)-A,No,No,7,930447.0
Bamboo Airways,HAN,SGN,17.0,1.0,2026.0,5.0,0.0,6.0,0.0,1,BUSINESS,Yes,Yes,30,3283077.0
Vietjet,TP HCM,HÀ NỘI,27.0,4.0,2021.0,1.0,19.0,21.0,127.0,0,ECO,No,No,20,1198406.0
Bamboo Airways,ĐÀ NẴNG,TP HCM,7.0,4.0,2021.0,2.0,6.0,7.0,90.0,0,ECO SAVER,No,No,7,706000.0
Vietnam Airlines,THANH HÓA,TP HCM,10.0,4.0,2021.0,5.0,16.0,18.0,125.0,0,ECONOMY (EL)-A,No,No,7,764111.0
Vietjet,TP HCM,HÀ NỘI,21.0,4.0,2021.0,2.0,4.0,6.0,105.0,0,ECO,No,No,7,858573.0
Vietjet,HAN,DAD,10.0,1.0,2026.0,5.0,12.0,14.0,117.0,0,BUSINESS,Yes,Yes,30,4430325.0
Vietjet,TP HCM,HÀ NỘI,30.0,4.0,2021.0,4.0,20.0,22.0,125.0,0,ECO,No,Snack,20,1390900.0
Bamboo Airways,SGN,HAN,9.0,4.0,2021.0,4.0,7.0,9.0,128.0,0,ECONOMY,No,No,7,820999.0
Pacific Airlines,TP HCM,HÀ NỘI,14.0,4.0,2021.0,2.0,16.0,18.0,140.0,0,ECONOMY (EL)-P,No,No,7,859000.0
Vietjet,HẢI PHÒNG,TP HCM,18.0,4.0,2021.0,6.0,15.0,17.0,107.0,0,ECO,No,No,7,921979.0
Vietjet,TP HCM,VINH,26.0,4.0,2021.0,0.0,14.0,16.0,110.0,0,ECO,No,No,7,749900.0
Vietnam Airlines,HẢI PHÒNG,TP HCM,24.0,4.0,2021.0,5.0,16.0,19.0,139.0,0,ECONOMY (EL)-A,No,No,7,785854.0
Vietjet,ĐÀ NẴNG,TP HCM,1.0,4.0,2021.0,3.0,7.0,8.0,85.0,0,ECO,No,No,7,694900.0
Vietnam Airlines,HÀ NỘI,ĐÀ NẴNG,1.0,4.0,2021.0,3.0,10.0,12.0,85.0,0,ECONOMY (EC)-Q,No,Snack,20,1400000.0
Vietjet,TP HCM,VINH,25.0,4.0,2021.0,6.0,10.0,12.0,102.0,0,ECO,No,No,7,992218.0
Vietjet,TP HCM,HÀ NỘI,9.0,4.0,2021.0,4.0,14.0,16.0,125.0,0,ECO,No,No,7,849900.0
Vietjet,NHA TRANG,TP HCM,20.0,4.0,2021.0,1.0,19.0,20.0,69.0,0,ECO,No,No,7,705922.0
Bamboo Airways,TP HCM,ĐÀ LẠT,1.0,4.0,2021.0,3.0,9.0,10.0,54.0,0,ECO SAVER,No,No,7,858770.0
Bamboo Airways,HAN,SGN,19.0,1.0,2026.0,0.0,0.0,6.0,0.0,1,BUSINESS,Yes,Yes,30,3283077.0
Vietjet,DAD,HAN,3.0,5.0,2021.0,0.0,15.0,16.0,75.0,0,ECONOMY,Limited,Yes,23,2580000.0
Bamboo Airways,TP HCM,ĐÀ NẴNG,3.0,4.0,2021.0,5.0,14.0,16.0,90.0,0,ECO SAVER,No,No,7,761000.0
Pacific Airlines,DAD,SGN,8.0,4.0,2021.0,3.0,21.0,22.0,80.0,0,ECONOMY,No,No,7,704000.0
Vietnam Airlines,HÀ NỘI,CẦN THƠ,23.0,4.0,2021.0,4.0,10.0,13.0,130.0,0,ECONOMY (EL)-P,No,No,20,1080000.0
Vietjet,HÀ NỘI,TP HCM,9.0,4.0,2021.0,4.0,21.0,0.0,135.0,0,ECO,No,No,7,849900.0
Pacific Airlines,SGN,VCL,5.0,4.0,2021.0,0.0,14.0,15.0,80.0,0,ECONOMY,No,No,7,925000.0
Vietnam Airlines,HAN,DAD,3.0,4.0,2021.0,5.0,18.0,19.0,85.0,0,ECONOMY,No,No,7,859000.0
Vietnam Airlines,HÀ NỘI,TP HCM,30.0,4.0,2021.0,4.0,12.0,14.0,135.0,0,ECONOMY (EC)-R,Limited,Snack,20,1730000.0
Vietnam Airlines,HAN,SGN,10.0,4.0,2021.0,5.0,7.0,9.0,135.0,0,ECONOMY,No,No,7,969000.0
Vietnam Airlines,CHU LAI,TP HCM,11.0,4.0,2021.0,6.0,19.0,20.0,89.0,0,ECONOMY (EC)-T,No,No,20,1048485.0
Vietjet,HÀ NỘI,ĐÀ LẠT,2.0,5.0,2021.0,6.0,13.0,15.0,110.0,0,ECO,No,No,7,959900.0
Vietnam Airlines,TP HCM,NHA TRANG,3.0,5.0,2021.0,0.0,12.0,13.0,75.0,0,ECONOMY (EL)-A,No,No,7,726000.0
Pacific Airlines,HAN,SGN,2.0,5.0,2021.0,6.0,22.0,0.0,121.0,0,ECONOMY,No,Snack,20,1313163.0
Vietravel Airlines,DAD,SGN,9.0,4.0,2021.0,4.0,10.0,12.0,90.0,0,BUSINESS,Yes,Yes,30,2665119.0
Vietjet,TP HCM,THANH HÓA,26.0,4.0,2021.0,0.0,6.0,8.0,120.0,0,ECO,No,No,7,749900.0
Vietjet,SGN,HAN,3.0,4.0,2021.0,5.0,10.0,12.0,130.0,0,ECONOMY,No,No,20,1070900.0
Pacific Airlines,SGN,VCL,1.0,4.0,2021.0,3.0,7.0,9.0,80.0,0,ECONOMY,No,No,7,925000.0
Vietjet,HÀ NỘI,TP HCM,24.0,4.0,2021.0,5.0,8.0,11.0,140.0,0,ECO,No,No,7,849900.0
Vietjet,SGN,THD,9.0,4.0,2021.0,4.0,17.0,19.0,115.0,0,ECONOMY,No,No,7,749900.0
Vietnam Airlines,PQC,SGN,9.0,4.0,2021.0,4.0,12.0,13.0,70.0,0,BUSINESS,Yes,Yes,30,2778404.0
Vietjet,SGN,HAN,5.0,4.0,2021.0,0.0,11.0,13.0,155.0,0,ECONOMY,No,No,7,849900.0
Vietjet,TP HCM,ĐÀ NẴNG,6.0,4.0,2021.0,1.0,20.0,22.0,80.0,0,ECO,No,No,7,694900.0
Vietnam Airlines,HÀ NỘI,TP HCM,4.0,4.0,2021.0,6.0,21.0,23.0,135.0,0,ECONOMY (EL)-P,No,No,7,969000.0
Vietjet,TP HCM,HÀ NỘI,7.0,4.0,2021.0,2.0,7.0,9.0,130.0,0,ECO,No,No,7,849900.0
Vietnam Airlines,VCA,HAN,9.0,4.0,2021.0,4.0,11.0,13.0,135.0,0,ECONOMY,No,No,7,970000.0
Vietravel Airlines,TP HCM,HÀ NỘI,10.0,4.0,2021.0,5.0,17.0,19.0,120.0,0,BREGOW (B) - VÉ KHÔNG HOÀN,No,No,20,1050000.0
Vietjet,THD,SGN,1.0,5.0,2021.0,5.0,18.0,20.0,120.0,0,ECONOMY,No,Snack,20,1390900.0
Vietnam Airlines,ĐÀ NẴNG,HÀ NỘI,9.0,4.0,2021.0,4.0,21.0,22.0,80.0,0,ECONOMY (EL)-A,No,No,7,759000.0
Vietnam Airlines,HÀ NỘI,QUY NHƠN,6.0,4.0,2021.0,1.0,10.0,12.0,110.0,0,ECONOMY (EC)-Q,Limited,Snack,20,1840000.0
Vietnam Airlines,TP HCM,NHA TRANG,8.0,4.0,2021.0,3.0,7.0,8.0,75.0,0,ECONOMY (EL)-P,No,No,7,859000.0
Vietjet,HÀ NỘI,TP HCM,2.0,4.0,2021.0,4.0,9.0,11.0,131.0,0,ECO,No,No,7,866363.0
Vietjet,HÀ NỘI,TP HCM,30.0,4.0,2021.0,4.0,19.0,21.0,130.0,0,ECO,No,No,20,1170900.0
Vietnam Airlines,QUY NHƠN,HÀ NỘI,20.0,4.0,2021.0,1.0,9.0,10.0,95.0,0,ECONOMY (EL)-A,No,No,7,859000.0
Vietnam Airlines,HÀ NỘI,QUY NHƠN,25.0,4.0,2021.0,6.0,10.0,12.0,110.0,0,ECONOMY (EL)-P,No,No,7,969000.0
Vietnam Airlines,HÀ NỘI,NHA TRANG,25.0,4.0,2021.0,6.0,9.0,11.0,124.0,0,ECONOMY (EC)-E,No,No,20,1225673.0
Pacific Airlines,HUẾ,TP HCM,11.0,4.0,2021.0,6.0,16.0,17.0,85.0,0,ECONOMY (EC)-T,No,No,20,1025000.0
Vietjet,ĐÀ NẴNG,TP HCM,29.0,4.0,2021.0,3.0,12.0,13.0,85.0,0,ECO,No,No,7,694900.0
Vietjet,TP HCM,ĐÀ LẠT,14.0,4.0,2021.0,2.0,14.0,15.0,59.0,0,ECO,No,No,7,692547.0
Pacific Airlines,TP HCM,ĐÀ NẴNG,17.0,4.0,2021.0,5.0,19.0,20.0,80.0,0,ECONOMY (EL)-A,No,No,7,704000.0
Bamboo Airways,VCA,HAN,5.0,4.0,2021.0,0.0,10.0,12.0,130.0,0,ECONOMY,No,No,7,806000.0
Vietnam Airlines,SGN,HAN,5.0,4.0,2021.0,0.0,10.0,12.0,137.0,0,ECONOMY,No,No,7,1015785.0
Vietjet,VII,SGN,6.0,4.0,2021.0,1.0,17.0,19.0,110.0,0,ECONOMY,No,No,7,959900.0
Vietnam Airlines,HẢI PHÒNG,TP HCM,13.0,4.0,2021.0,1.0,16.0,19.0,140.0,0,ECONOMY (EL)-A,No,No,7,784668.0
Vietnam Airlines,SGN,CXR,1.0,4.0,2021.0,3.0,17.0,18.0,75.0,0,ECONOMY,No,Snack,20,1290000.0
Vietjet,SGN,VCL,1.0,5.0,2021.0,5.0,10.0,12.0,80.0,0,ECONOMY,No,No,7,860900.0
Vietjet,HÀ NỘI,TP HCM,19.0,4.0,2021.0,0.0,8.0,10.0,105.0,0,ECO,No,No,7,849900.0
Bamboo Airways,HAN,DAD,5.0,1.0,2026.0,0.0,12.0,14.0,100.0,0,ECONOMY,No,Snack,20,1395604.0
Vietnam Airlines,TP HCM,HÀ NỘI,18.0,4.0,2021.0,6.0,12.0,14.0,130.0,0,ECONOMY (EL)-P,No,No,7,969000.0
Pacific Airlines,PHÚ QUỐC,TP HCM,6.0,4.0,2021.0,1.0,13.0,14.0,70.0,0,ECONOMY (EL)-A,No,No,7,704000.0
Bamboo Airways,SGN,THD,12.0,4.0,2021.0,0.0,8.0,10.0,120.0,0,ECONOMY,No,No,7,861000.0
Bamboo Airways,HÀ NỘI,PHÚ QUỐC,16.0,4.0,2021.0,4.0,14.0,16.0,120.0,0,ECO SMART,Limited,Snack,23,2060419.0
Pacific Airlines,CXR,SGN,4.0,5.0,2021.0,1.0,10.0,11.0,64.0,0,ECONOMY,No,No,7,905903.0
Vietjet,HÀ NỘI,ĐÀ LẠT,30.0,4.0,2021.0,4.0,5.0,7.0,110.0,0,ECO,Limited,Yes,23,2930900.0
Vietjet,TP HCM,HUẾ,22.0,4.0,2021.0,3.0,9.0,10.0,80.0,0,ECO,No,No,7,694900.0
Vietjet,QUY NHƠN,HÀ NỘI,11.0,4.0,2021.0,6.0,18.0,20.0,100.0,0,ECO,Yes,Yes,23,3040900.0
Vietjet,TP HCM,HUẾ,28.0,4.0,2021.0,2.0,21.0,22.0,85.0,0,ECO,Limited,Snack,20,1544900.0
Bamboo Airways,THANH HÓA,TP HCM,9.0,4.0,2021.0,4.0,14.0,16.0,120.0,0,ECO SAVER,No,No,7,861000.0
Vietjet,SGN,VCL,2.0,4.0,2021.0,4.0,5.0,7.0,80.0,0,ECONOMY,No,No,7,749900.0
Vietnam Airlines,DAD,SGN,12.0,4.0,2021.0,0.0,7.0,8.0,98.0,0,BUSINESS,Yes,Yes,30,3351184.0
Vietnam Airlines,VINH,TP HCM,18.0,4.0,2021.0,6.0,21.0,23.0,115.0,0,ECONOMY (EL)-A,No,No,7,760000.0
Vietjet,HAN,SGN,7.0,4.0,2021.0,2.0,9.0,11.0,135.0,0,ECONOMY,No,No,7,849900.0
Vietnam Airlines,SGN,PQC,5.0,4.0,2021.0,0.0,18.0,19.0,65.0,0,BUSINESS,Yes,Yes,30,2816124.0
Pacific Airlines,ĐÀ NẴNG,TP HCM,15.0,4.0,2021.0,3.0,21.0,22.0,80.0,0,ECONOMY (EL)-A,No,No,7,704000.0
Vietjet,CẦN THƠ,HÀ NỘI,30.0,4.0,2021.0,4.0,6.0,8.0,135.0,0,ECO,No,No,20,1064882.0
Vietnam Airlines,PHÚ QUỐC,TP HCM,18.0,4.0,2021.0,6.0,20.0,21.0,81.0,0,ECONOMY (EC)-Q,No,Snack,20,1462233.0
Vietnam Airlines,SGN,HAN,9.0,4.0,2021.0,4.0,11.0,13.0,130.0,0,ECONOMY,No,No,7,969000.0
Vietnam Airlines,HÀ NỘI,QUY NHƠN,24.0,4.0,2021.0,5.0,7.0,8.0,110.0,0,ECONOMY (EF)-H,Limited,Yes,23,2720000.0
Vietnam Airlines,HAN,SGN,4.0,5.0,2021.0,1.0,9.0,11.0,149.0,0,BUSINESS,Yes,Yes,30,3393038.0
Vietjet,HÀ NỘI,TP HCM,11.0,4.0,2021.0,6.0,8.0,11.0,140.0,0,ECO,No,No,7,849900.0
Bamboo Airways,DAD,SGN,3.0,4.0,2021.0,5.0,8.0,10.0,95.0,0,ECONOMY,No,No,7,706000.0
Bamboo Airways,ĐÀ NẴNG,HÀ NỘI,14.0,4.0,2021.0,2.0,10.0,11.0,80.0,0,ECO SAVER,No,No,7,706000.0
Vietnam Airlines,TP HCM,PHÚ QUỐC,17.0,4.0,2021.0,5.0,18.0,20.0,65.0,0,ECONOMY (EL)-P,No,No,7,859000.0
Bamboo Airways,HÀ NỘI,TP HCM,4.0,5.0,2021.0,1.0,10.0,12.0,130.0,0,ECO SAVER,No,No,7,861000.0
Vietjet,PQC,SGN,8.0,4.0,2021.0,3.0,15.0,16.0,65.0,0,ECONOMY,No,No,7,694900.0
Vietnam Airlines,TP HCM,HÀ NỘI,19.0,4.0,2021.0,0.0,19.0,21.0,133.0,0,ECONOMY (EL)-P,No,No,7,987159.0
Bamboo Airways,TP HCM,ĐÀ LẠT,1.0,4.0,2021.0,3.0,9.0,10.0,53.0,0,ECO SAVER,No,No,7,825788.0
Vietjet,SGN,PQC,1.0,4.0,2021.0,3.0,13.0,14.0,60.0,0,ECONOMY,No,No,7,982900.0
Bamboo Airways,HAN,DLI,4.0,5.0,2021.0,1.0,5.0,7.0,110.0,0,ECONOMY,No,No,7,971000.0
Vietnam Airlines,HÀ NỘI,PHÚ QUỐC,26.0,4.0,2021.0,0.0,18.0,20.0,135.0,0,ECONOMY (EL)-P,No,No,20,1069000.0
Vietjet,HÀ NỘI,TP HCM,7.0,4.0,2021.0,2.0,12.0,15.0,130.0,0,ECO,No,No,7,849900.0
Vietnam Airlines,PHÚ QUỐC,TP HCM,29.0,4.0,2021.0,3.0,12.0,13.0,59.0,0,ECONOMY (EL)-A,No,No,7,743899.0
Vietnam Airlines,TP HCM,ĐÀ NẴNG,8.0,4.0,2021.0,3.0,12.0,14.0,85.0,0,ECONOMY (EL)-P,No,No,7,859000.0
Vietravel Airlines,HÀ NỘI,TP HCM,2.0,4.0,2021.0,4.0,20.0,23.0,150.0,0,CREGOW (C) - VÉ KHÔNG HOÀN,No,No,20,1172000.0
Vietjet,HUẾ,TP HCM,1.0,5.0,2021.0,5.0,11.0,12.0,85.0,0,ECO,No,No,20,1136900.0
Vietnam Airlines,TP HCM,HÀ NỘI,16.0,4.0,2021.0,4.0,18.0,20.0,130.0,0,ECONOMY (EL)-P,No,No,7,969000.0
Vietnam Airlines,SGN,HAN,8.0,4.0,2021.0,3.0,16.0,18.0,139.0,0,ECONOMY,No,No,7,989019.0
Vietjet,HÀ NỘI,TP HCM,6.0,4.0,2021.0,1.0,13.0,16.0,135.0,0,ECO,No,No,7,849900.0
Vietjet,NHA TRANG,HÀ NỘI,30.0,4.0,2021.0,4.0,7.0,9.0,105.0,0,ECO,No,No,7,694900.0
Pacific Airlines,HÀ NỘI,TP HCM,20.0,4.0,2021.0,1.0,21.0,23.0,125.0,0,ECONOMY (EL)-A,No,No,7,759000.0
Vietjet,TP HCM,ĐÀ NẴNG,7.0,4.0,2021.0,2.0,21.0,22.0,90.0,0,ECO,No,No,7,671829.0
Pacific Airlines,HAN,SGN,11.0,4.0,2021.0,6.0,17.0,19.0,125.0,0,ECONOMY,No,No,20,1080000.0
Bamboo Airways,HÀ NỘI,QUY NHƠN,11.0,4.0,2021.0,6.0,12.0,14.0,100.0,0,ECO SAVER,No,No,20,1181000.0
Pacific Airlines,CXR,SGN,2.0,5.0,2021.0,6.0,10.0,11.0,70.0,0,ECONOMY,Limited,Snack,20,1675000.0
Vietnam Airlines,DLI,SGN,3.0,5.0,2021.0,0.0,16.0,17.0,60.0,0,ECONOMY,Limited,Snack,20,1950000.0
Vietnam Airlines,ĐÀ LẠT,TP HCM,16.0,4.0,2021.0,4.0,16.0,17.0,60.0,0,ECONOMY (EL)-A,No,No,7,726000.0
Pacific Airlines,TP HCM,ĐÀ NẴNG,22.0,4.0,2021.0,3.0,19.0,20.0,80.0,0,ECONOMY (EL)-A,No,No,7,704000.0
Vietjet,SGN,THD,2.0,4.0,2021.0,4.0,7.0,9.0,125.0,0,ECONOMY,No,No,7,849900.0
Vietjet,SGN,HAN,4.0,4.0,2021.0,6.0,8.0,11.0,140.0,0,ECONOMY,No,No,20,1170900.0
Vietnam Airlines,TP HCM,HÀ NỘI,7.0,4.0,2021.0,2.0,6.0,8.0,145.0,0,ECONOMY (EL)-P,No,No,7,969000.0
Vietjet,TP HCM,HẢI PHÒNG,24.0,4.0,2021.0,5.0,15.0,17.0,115.0,0,ECO,No,No,7,694900.0
Bamboo Airways,QUY NHƠN,HÀ NỘI,29.0,4.0,2021.0,3.0,16.0,18.0,100.0,0,ECO SAVER,No,No,7,971000.0
Vietjet,HÀ NỘI,ĐÀ NẴNG,10.0,4.0,2021.0,5.0,20.0,22.0,90.0,0,ECO,No,No,7,689116.0
Bamboo Airways,PQC,SGN,2.0,1.0,2026.0,4.0,12.0,14.0,110.0,0,ECONOMY,Limited,Yes,23,2500765.0
Vietjet,THD,SGN,11.0,4.0,2021.0,6.0,21.0,23.0,125.0,0,ECONOMY,No,No,7,713282.0
Vietnam Airlines,DAD,SGN,1.0,4.0,2021.0,3.0,16.0,17.0,90.0,0,ECONOMY,No,No,7,759000.0
Vietjet,CXR,SGN,4.0,4.0,2021.0,6.0,13.0,14.0,55.0,0,ECONOMY,No,Snack,20,1236900.0
Vietnam Airlines,TP HCM,ĐÀ LẠT,14.0,4.0,2021.0,2.0,15.0,16.0,71.0,0,ECONOMY (EL)-A,No,No,7,748538.0
Vietjet,HAN,SGN,4.0,5.0,2021.0,1.0,7.0,9.0,116.0,0,ECONOMY,No,Snack,20,1370551.0
Bamboo Airways,TP HCM,HẢI PHÒNG,20.0,4.0,2021.0,1.0,12.0,14.0,120.0,0,ECO SAVER MAX,No,No,7,750000.0
Bamboo Airways,SGN,HUI,7.0,4.0,2021.0,2.0,14.0,15.0,85.0,0,ECONOMY,No,No,7,706000.0
Pacific Airlines,PHÚ QUỐC,TP HCM,8.0,4.0,2021.0,3.0,11.0,12.0,52.0,0,ECONOMY (EL)-A,No,No,7,691710.0
Pacific Airlines,SGN,PQC,3.0,4.0,2021.0,5.0,14.0,15.0,65.0,0,ECONOMY,No,No,7,925000.0
Pacific Airlines,VINH,TP HCM,9.0,4.0,2021.0,4.0,10.0,12.0,115.0,0,ECONOMY (EL)-A,No,No,7,726000.0
Bamboo Airways,HÀ NỘI,TP HCM,26.0,4.0,2021.0,0.0,14.0,16.0,125.0,0,ECO SAVER MAX,No,No,7,761000.0
Pacific Airlines,TP HCM,HÀ NỘI,26.0,4.0,2021.0,0.0,21.0,23.0,115.0,0,ECONOMY (EL)-A,No,No,7,759000.0
Vietjet,VINH,TP HCM,27.0,4.0,2021.0,1.0,13.0,15.0,105.0,0,ECO,No,No,7,694900.0
Vietnam Airlines,VINH,TP HCM,29.0,4.0,2021.0,3.0,15.0,17.0,120.0,0,ECONOMY (EC)-E,No,No,20,1180000.0
Vietnam Airlines,TP HCM,VINH,2.0,5.0,2021.0,6.0,6.0,8.0,115.0,0,ECONOMY (EC)-R,Limited,Snack,20,1620000.0
Vietnam Airlines,HUI,SGN,4.0,4.0,2021.0,6.0,19.0,20.0,85.0,0,BUSINESS,Yes,Yes,30,4320000.0
Bamboo Airways,ĐÀ NẴNG,HÀ NỘI,4.0,5.0,2021.0,1.0,15.0,16.0,80.0,0,ECO SAVER,No,Snack,20,1391000.0
Vietjet,HAN,SGN,4.0,5.0,2021.0,1.0,8.0,10.0,105.0,0,ECONOMY,No,Snack,20,1390900.0
Bamboo Airways,VCA,HAN,9.0,4.0,2021.0,4.0,12.0,14.0,145.0,0,ECONOMY,No,No,7,838071.0
Pacific Airlines,VCL,SGN,10.0,4.0,2021.0,5.0,10.0,11.0,80.0,0,ECONOMY,No,No,7,715000.0
Pacific Airlines,TP HCM,VINH,12.0,4.0,2021.0,0.0,17.0,19.0,110.0,0,ECONOMY (EL)-A,No,No,7,726000.0
Vietnam Airlines,UIH,HAN,5.0,4.0,2021.0,0.0,19.0,21.0,100.0,0,ECONOMY,No,No,20,1080000.0
Pacific Airlines,SGN,VCL,4.0,4.0,2021.0,6.0,14.0,15.0,80.0,0,ECONOMY,No,No,7,925000.0
Vietnam Airlines,CẦN THƠ,HÀ NỘI,6.0,4.0,2021.0,1.0,15.0,17.0,135.0,0,ECONOMY (EL)-P,No,No,20,1080000.0
Vietjet,SGN,DAD,1.0,4.0,2021.0,3.0,5.0,6.0,80.0,0,ECONOMY,No,No,7,749900.0
Bamboo Airways,HAN,PQC,2.0,5.0,2021.0,6.0,7.0,9.0,125.0,0,ECONOMY,No,No,20,1071000.0
Vietjet,PHÚ QUỐC,HÀ NỘI,11.0,4.0,2021.0,6.0,8.0,10.0,127.0,0,ECO,No,Snack,20,1487551.0
Vietjet,SGN,HAN,3.0,5.0,2021.0,0.0,9.0,11.0,130.0,0,ECONOMY,No,No,20,1170900.0
Vietnam Airlines,ĐÀ NẴNG,TP HCM,5.0,4.0,2021.0,0.0,9.0,11.0,85.0,0,ECONOMY (EL)-P,No,No,7,881939.0
Bamboo Airways,HÀ NỘI,PHÚ QUỐC,9.0,4.0,2021.0,4.0,15.0,17.0,125.0,0,ECO SMART,Limited,Snack,23,2162000.0
Vietnam Airlines,VINH,TP HCM,11.0,4.0,2021.0,6.0,11.0,13.0,135.0,0,ECONOMY (EL)-A,No,No,7,759631.0
Vietjet,TP HCM,VINH,20.0,4.0,2021.0,1.0,6.0,8.0,110.0,0,ECO,No,No,7,749900.0
Bamboo Airways,HÀ NỘI,PHÚ QUỐC,2.0,5.0,2021.0,6.0,14.0,16.0,110.0,0,ECO SAVER,No,No,7,967938.0
Bamboo Airways,TP HCM,NHA TRANG,10.0,4.0,2021.0,5.0,12.0,14.0,70.0,0,ECO SAVER,No,No,7,761000.0
Vietjet,HAN,DAD,7.0,1.0,2026.0,2.0,12.0,14.0,110.0,0,BUSINESS,Yes,Yes,30,4367991.0
Vietnam Airlines,DAD,HAN,12.0,4.0,2021.0,0.0,9.0,10.0,80.0,0,ECONOMY,No,No,7,970000.0
Vietjet,HÀ NỘI,CẦN THƠ,28.0,4.0,2021.0,2.0,14.0,16.0,130.0,0,ECO,No,No,7,959900.0
Vietjet,HẢI PHÒNG,TP HCM,6.0,4.0,2021.0,1.0,21.0,23.0,115.0,0,ECO,No,No,7,694900.0
Vietnam Airlines,TP HCM,PHÚ QUỐC,6.0,4.0,2021.0,1.0,6.0,7.0,65.0,0,ECONOMY (EL)-A,No,No,7,726000.0
Vietnam Airlines,ĐÀ NẴNG,TP HCM,2.0,4.0,2021.0,4.0,11.0,13.0,90.0,0,ECONOMY (EL)-A,No,No,7,759000.0
Vietnam Airlines,TP HCM,HUẾ,3.0,5.0,2021.0,0.0,6.0,8.0,96.0,0,ECONOMY (EL)-A,No,No,7,767608.0
Vietravel Airlines,TP HCM,HÀ NỘI,25.0,4.0,2021.0,6.0,9.0,11.0,130.0,0,AREGOW (A) - VÉ KHÔNG HOÀN,No,No,7,950000.0
Vietjet,SGN,DLI,3.0,4.0,2021.0,5.0,14.0,15.0,67.0,0,ECONOMY,No,No,7,718015.0
Bamboo Airways,TP HCM,HẢI PHÒNG,21.0,4.0,2021.0,2.0,8.0,10.0,120.0,0,ECO SAVER MAX,No,No,7,750000.0
Vietnam Airlines,ĐÀ NẴNG,HÀ NỘI,7.0,4.0,2021.0,2.0,18.0,19.0,91.0,0,ECONOMY (EL)-A,No,No,7,756661.0
Vietjet,TP HCM,ĐÀ LẠT,6.0,4.0,2021.0,1.0,14.0,15.0,55.0,0,ECO,No,No,7,694900.0
Vietjet,DAD,HAN,5.0,1.0,2026.0,0.0,12.0,14.0,107.0,0,ECONOMY,No,No,7,898062.0
Vietjet,HAN,SGN,1.0,5.0,2021.0,5.0,21.0,23.0,143.0,0,BUSINESS,Yes,Yes,30,4452315.0
Vietnam Airlines,NHA TRANG,TP HCM,1.0,5.0,2021.0,5.0,22.0,23.0,70.0,0,ECONOMY (EC)-E,No,No,7,970000.0
Vietjet,UIH,HAN,7.0,4.0,2021.0,2.0,8.0,9.0,95.0,0,BUSINESS,Yes,Yes,30,2533592.0
Vietnam Airlines,TP HCM,ĐÀ NẴNG,18.0,4.0,2021.0,6.0,9.0,11.0,85.0,0,ECONOMY (EL)-A,No,No,7,759000.0
Vietjet,PHÚ QUỐC,TP HCM,18.0,4.0,2021.0,6.0,15.0,16.0,50.0,0,ECO,Limited,Snack,20,1435208.0
Pacific Airlines,HÀ NỘI,ĐÀ NẴNG,25.0,4.0,2021.0,6.0,10.0,11.0,85.0,0,ECONOMY (EL)-A,No,No,7,704000.0
Vietjet,SGN,THD,8.0,4.0,2021.0,3.0,6.0,8.0,120.0,0,ECONOMY,No,No,7,749900.0
Vietjet,TP HCM,HUẾ,7.0,4.0,2021.0,2.0,13.0,15.0,85.0,0,ECO,No,No,7,694900.0
Bamboo Airways,SGN,HAN,10.0,4.0,2021.0,5.0,17.0,19.0,124.0,0,ECONOMY,No,No,7,836928.0
Vietnam Airlines,SGN,HAN,1.0,5.0,2021.0,5.0,20.0,22.0,130.0,0,ECONOMY,No,No,7,969000.0
Vietnam Airlines,ĐÀ NẴNG,HÀ NỘI,17.0,4.0,2021.0,5.0,9.0,10.0,80.0,0,ECONOMY (EL)-A,No,No,7,759000.0
Vietnam Airlines,PQC,HAN,8.0,4.0,2021.0,3.0,19.0,21.0,125.0,0,ECONOMY,No,Snack,20,1290000.0
Bamboo Airways,SGN,DAD,19.0,1.0,2026.0,0.0,0.0,6.0,0.0,1,ECONOMY,No,No,7,911420.0
Vietjet,HAN,PQC,2.0,4.0,2021.0,4.0,7.0,9.0,125.0,0,ECONOMY,Yes,Yes,23,3018900.0
Vietnam Airlines,TP HCM,HẢI PHÒNG,7.0,4.0,2021.0,2.0,7.0,9.0,125.0,0,ECONOMY (EL)-P,No,No,7,970000.0
Bamboo Airways,ĐÀ NẴNG,HÀ NỘI,8.0,4.0,2021.0,3.0,15.0,16.0,88.0,0,ECO SAVER,No,No,7,821932.0
Vietjet,VCL,SGN,6.0,4.0,2021.0,1.0,12.0,14.0,80.0,0,ECONOMY,No,No,7,749900.0
